"Buy","Income","Is.Female","Is.Married","Has.College","Is.Professional","Is.Retired","Unemployed","Residence.Length","Dual.Income","Minors","Own","House","White","English","Prev.Child.Mag","Prev.Parent.Mag"
"343","0",0.64,"0","1","1","1","0","0",0.0972222222222222,"1","0","0","0","1","1","0","0"
"344","0",0.373333333333333,"0","0","0","1","0","0",0.152777777777778,"0","0","0","1","1","1","0","0"
"345","0",0.08,"0","0","0","0","0","0",0.208333333333333,"0","1","0","1","0","1","1","0"
"346","0",0.68,"1","1","0","0","0","0",0.0972222222222222,"0","1","0","0","1","1","0","0"
"348","0",0.253333333333333,"1","0","0","0","0","1",0.0972222222222222,"0","0","0","1","0","0","0","0"
"349","0",0.64,"0","1","0","0","0","0",0.0833333333333333,"1","1","1","1","0","0","0","0"
"350","0",0.52,"0","0","1","1","0","0",0.208333333333333,"0","0","0","0","0","1","1","0"
"351","0",0.4,"0","1","1","0","0","0",0.194444444444444,"1","0","0","0","1","1","0","1"
"352","1",0.88,"0","0","1","1","0","0",0.111111111111111,"0","0","0","0","1","1","0","0"
"353","1",0.653333333333333,"1","1","1","0","0","0",0.583333333333333,"0","1","1","1","1","1","0","0"
"354","0",0.293333333333333,"0","0","0","0","0","0",0.208333333333333,"0","0","0","1","1","1","0","0"
"355","0",0.653333333333333,"1","1","0","0","0","0",0.597222222222222,"0","1","1","1","1","1","0","0"
"358","0",0.133333333333333,"1","1","0","0","0","0",0.0416666666666667,"0","1","0","0","1","1","0","0"
"359","0",0.32,"0","0","1","0","0","0",0.0555555555555556,"0","0","0","0","0","1","0","1"
"361","1",0.64,"1","1","0","0","0","0",0.291666666666667,"1","1","1","1","1","1","0","0"
"362","0",0.04,"1","0","0","0","0","0",0.138888888888889,"0","1","0","1","1","1","0","0"
"363","0",0.0533333333333333,"0","0","0","0","0","0",0,"0","0","0","1","1","1","0","0"
"364","0",0.0266666666666667,"1","0","0","0","0","0",0.0972222222222222,"0","0","0","1","0","0","0","0"
"365","0",0.12,"1","0","0","0","0","0",0.194444444444444,"0","1","0","0","0","1","0","0"
"366","0",0.493333333333333,"0","0","0","0","0","1",0.361111111111111,"0","1","0","1","1","1","0","1"
"367","0",0.253333333333333,"0","0","0","1","0","0",0.208333333333333,"0","0","0","1","0","1","0","0"
"368","0",0.0133333333333333,"0","0","0","0","0","0",0.0833333333333333,"0","1","0","1","0","1","0","0"
"369","0",0.48,"1","1","0","0","0","0",0.319444444444444,"1","0","1","0","0","1","0","1"
"371","0",0.373333333333333,"1","0","0","1","0","0",0.0138888888888889,"0","0","0","0","0","1","0","0"
"372","0",0.626666666666667,"0","0","0","0","0","0",0.333333333333333,"0","1","0","1","0","1","0","0"
"374","0",0.106666666666667,"0","0","0","0","0","0",0,"0","1","0","1","1","1","0","0"
"375","0",0.253333333333333,"0","0","0","1","0","0",0.111111111111111,"0","0","1","1","1","1","0","1"
"377","0",0.133333333333333,"1","0","0","0","0","0",0.111111111111111,"0","1","1","1","0","1","0","0"
"378","1",0.933333333333333,"1","1","0","0","0","0",0.361111111111111,"1","0","1","1","1","1","0","0"
"379","0",0.36,"0","0","0","0","0","0",0.263888888888889,"0","0","0","1","1","1","0","0"
"381","0",0.24,"0","0","0","0","0","0",0.333333333333333,"0","0","0","1","1","1","0","0"
"382","1",1,"1","1","0","0","0","0",0.319444444444444,"0","0","1","1","1","1","0","0"
"383","0",0.733333333333333,"0","1","0","1","0","0",0.152777777777778,"1","0","1","1","1","1","0","0"
"384","0",0.133333333333333,"1","0","0","0","0","0",0.194444444444444,"0","1","0","1","0","1","0","0"
"385","0",0.4,"0","1","1","0","0","0",0.527777777777778,"1","0","1","1","1","1","0","0"
"386","0",0.266666666666667,"0","0","0","0","0","0",0.416666666666667,"0","0","0","1","1","1","0","1"
"387","0",0.346666666666667,"0","0","1","1","0","0",0.388888888888889,"0","0","1","0","1","1","0","0"
"388","0",0.0933333333333333,"1","0","0","0","0","0",0.222222222222222,"0","0","0","1","1","1","0","0"
"389","1",1,"1","0","1","1","0","0",0.0416666666666667,"0","1","1","1","1","1","0","0"
"390","1",0.8,"0","1","0","1","0","0",0.208333333333333,"0","1","1","1","1","1","0","0"
"391","0",0.16,"0","0","0","0","0","0",0.291666666666667,"0","1","0","1","0","1","0","0"
"393","0",0.653333333333333,"1","1","0","1","0","0",0.402777777777778,"1","0","0","0","0","1","1","0"
"395","0",0.306666666666667,"0","0","1","0","0","0",0.0277777777777778,"0","0","0","0","1","1","0","0"
"397","0",0.626666666666667,"0","0","0","0","0","0",0.375,"0","0","0","0","0","1","0","0"
"398","0",0.64,"0","1","0","0","0","0",0.152777777777778,"1","0","0","0","1","1","0","0"
"399","0",0.44,"0","0","1","0","1","0",0.361111111111111,"0","0","0","0","1","1","0","0"
"400","1",1,"1","1","0","1","0","0",0.402777777777778,"0","0","1","1","1","1","0","0"
"401","0",0.0933333333333333,"1","0","0","0","0","0",0.180555555555556,"0","0","0","1","1","1","0","0"
"402","0",0.146666666666667,"1","0","1","0","0","0",0.291666666666667,"0","0","0","1","0","1","0","0"
"403","0",0.666666666666667,"1","1","0","1","0","0",0.222222222222222,"1","1","1","1","1","1","0","0"
"405","0",0.56,"0","1","0","0","0","0",0.402777777777778,"1","0","1","1","1","1","0","0"
"406","1",0.92,"0","1","1","1","0","0",0.416666666666667,"1","1","1","1","1","1","0","0"
"409","1",1,"0","1","1","0","0","0",0.305555555555556,"1","1","1","1","1","1","0","0"
"410","0",0.32,"1","0","0","1","0","0",0.222222222222222,"0","0","0","0","1","1","0","0"
"411","0",0.933333333333333,"0","0","0","1","0","0",0.222222222222222,"0","0","0","0","1","1","0","0"
"412","0",0.56,"0","0","1","1","0","0",0.0416666666666667,"0","0","0","0","1","1","0","0"
"413","0",0.0933333333333333,"1","0","0","0","0","0",0.0555555555555556,"0","0","0","0","0","1","0","1"
"414","1",1,"0","1","1","0","0","0",0.458333333333333,"0","1","1","1","1","1","1","0"
"415","0",0.0933333333333333,"1","0","0","0","0","0",0.222222222222222,"0","1","0","1","1","1","0","0"
"417","0",0.0533333333333333,"1","0","0","0","0","0",0.277777777777778,"0","0","0","1","1","1","0","0"
"420","0",1,"0","1","1","1","0","0",0.5,"0","0","1","1","0","1","0","0"
"421","0",0.453333333333333,"1","0","0","0","0","0",0.0833333333333333,"0","1","0","0","0","1","1","0"
"422","1",0.893333333333333,"0","1","1","1","0","0",0.402777777777778,"1","0","1","1","1","1","0","0"
"424","0",0.106666666666667,"1","1","0","0","0","0",0.402777777777778,"1","0","1","1","0","0","0","0"
"425","0",0.346666666666667,"1","0","1","1","0","0",0.0277777777777778,"0","0","0","1","1","1","0","1"
"426","0",0.666666666666667,"0","0","1","1","0","0",0.0416666666666667,"0","1","0","1","0","1","0","0"
"427","0",0.56,"0","0","0","0","0","0",0.263888888888889,"0","1","0","1","1","1","0","0"
"429","0",0.306666666666667,"1","0","1","1","0","0",0.0277777777777778,"0","0","0","0","1","1","0","0"
"430","0",0.213333333333333,"1","0","1","0","0","0",0.277777777777778,"0","0","0","0","1","1","0","0"
"431","0",0.0533333333333333,"1","0","0","0","0","0",0.236111111111111,"0","1","0","1","1","1","0","0"
"432","0",0.453333333333333,"1","1","0","0","0","0",0.5,"0","1","1","1","1","1","0","0"
"434","1",1,"1","0","0","1","0","0",0.263888888888889,"0","0","0","1","0","1","0","0"
"435","1",1,"0","1","1","1","0","0",0.138888888888889,"1","0","1","1","1","1","0","0"
"436","0",0.2,"1","0","0","0","0","0",0.0555555555555556,"0","0","0","1","0","1","0","0"
"440","0",0.226666666666667,"1","0","0","0","0","0",0.319444444444444,"0","1","1","1","1","1","0","1"
"441","0",0.706666666666667,"1","1","1","1","0","0",0.166666666666667,"1","0","1","1","1","1","0","0"
"442","0",0.506666666666667,"0","0","1","1","0","0",0.0277777777777778,"0","0","0","0","1","1","0","0"
"443","0",0.293333333333333,"0","0","0","0","0","0",0.208333333333333,"1","0","0","0","1","1","0","0"
"444","1",1,"1","0","0","0","0","0",0.305555555555556,"0","0","0","1","1","0","0","0"
"445","0",0.16,"1","1","0","1","0","0",0.0972222222222222,"0","0","0","1","0","1","0","0"
"446","1",1,"0","1","1","1","0","0",0.208333333333333,"0","0","1","1","1","1","0","0"
"447","0",0.8,"0","0","0","1","0","0",0.5,"1","0","0","0","1","1","0","0"
"448","0",0.733333333333333,"0","0","1","1","0","0",0.0416666666666667,"0","0","0","0","1","1","0","0"
"449","0",1,"0","1","1","0","0","0",0.5,"1","0","1","1","1","1","0","0"
"452","1",0.733333333333333,"0","1","1","0","0","0",0.444444444444444,"0","1","1","1","0","1","0","0"
"453","0",0.106666666666667,"1","1","0","0","0","0",0.138888888888889,"1","1","0","1","0","0","0","0"
"455","0",0.52,"1","1","0","0","0","0",0,"0","0","0","0","1","1","0","0"
"457","0",0.293333333333333,"0","0","0","0","0","0",0.625,"0","0","0","1","1","1","0","0"
"459","0",0.826666666666667,"1","0","1","1","0","0",0.194444444444444,"0","0","1","1","1","1","0","0"
"461","0",0.506666666666667,"1","1","0","1","0","0",0.361111111111111,"1","0","1","1","1","1","0","0"
"462","0",0.253333333333333,"1","0","0","0","0","0",0.263888888888889,"0","1","0","0","0","1","0","0"
"463","0",0.2,"0","0","0","1","0","0",0.277777777777778,"0","1","0","0","1","1","1","0"
"464","0",0.0533333333333333,"1","0","0","0","0","0",0.166666666666667,"0","1","0","1","0","1","0","0"
"465","0",0.146666666666667,"0","0","0","0","0","0",0.0555555555555556,"0","0","0","1","1","1","0","0"
"466","0",0.4,"0","0","1","0","0","0",0.125,"0","0","0","0","1","1","0","0"
"467","0",0.2,"1","0","0","0","0","0",0.569444444444444,"0","0","0","1","1","1","0","0"
"468","0",0.44,"0","1","1","0","0","0",0.0416666666666667,"0","1","0","1","1","1","0","0"
"469","0",0.6,"0","0","1","1","0","0",0.0555555555555556,"0","0","0","0","1","1","0","0"
"470","0",0.48,"1","0","0","1","0","0",0.0833333333333333,"0","0","0","1","1","1","0","0"
"471","0",0.146666666666667,"1","0","0","0","1","0",0.805555555555556,"0","1","0","1","0","1","0","0"
"472","0",0.0133333333333333,"0","0","0","0","0","0",0.208333333333333,"0","1","0","1","0","1","0","0"
"473","1",0.466666666666667,"1","1","0","0","0","0",0.208333333333333,"1","1","1","1","1","1","1","0"
"474","0",0.173333333333333,"0","0","0","0","0","0",0.0416666666666667,"0","0","0","0","1","1","0","0"
"475","0",0.466666666666667,"1","1","1","1","0","0",0,"1","0","0","0","1","1","0","0"
"476","0",0.386666666666667,"1","0","0","0","0","0",0.0416666666666667,"0","0","0","0","0","1","0","0"
"479","0",0.52,"1","0","0","1","0","0",0.0555555555555556,"0","0","1","1","1","1","0","0"
"480","0",0.466666666666667,"0","0","0","0","0","0",0.125,"0","0","0","0","1","1","0","0"
"481","1",0.893333333333333,"0","1","1","0","0","0",0.777777777777778,"1","0","1","0","1","1","0","1"
"482","0",0.12,"1","0","0","0","0","0",0.0138888888888889,"0","1","0","1","0","1","0","0"
"483","0",0.133333333333333,"1","0","0","0","0","0",0.125,"0","1","0","1","1","1","0","1"
"484","0",0.0266666666666667,"1","0","0","0","0","0",0.125,"0","0","0","1","1","1","0","0"
"486","0",0.28,"0","1","0","0","0","0",0.0416666666666667,"1","0","0","0","0","1","0","0"
"487","0",0.493333333333333,"0","0","1","1","0","0",0.388888888888889,"0","0","0","0","1","1","0","0"
"489","1",1,"1","1","1","0","0","0",0.0833333333333333,"0","1","1","0","1","1","0","0"
"490","0",0.16,"0","1","1","0","0","0",0.0555555555555556,"1","1","0","0","0","0","0","0"
"491","0",0.266666666666667,"0","0","0","1","0","0",0.0277777777777778,"0","0","0","0","1","1","0","0"
"492","0",0,"1","0","0","0","0","0",0.222222222222222,"0","1","0","0","0","1","0","1"
"493","1",1,"1","1","0","0","0","0",0.430555555555556,"1","0","1","1","1","1","0","1"
"494","1",1,"0","0","0","1","0","0",0.0277777777777778,"0","0","0","1","1","1","0","0"
"495","0",0.48,"0","1","0","0","1","0",0.555555555555556,"0","0","1","1","0","1","0","0"
"496","0",0.0666666666666667,"1","0","0","0","0","0",0.180555555555556,"0","0","1","1","0","1","0","0"
"497","0",0.693333333333333,"1","0","1","0","0","0",0.0138888888888889,"0","0","0","0","1","1","0","0"
"498","0",0.866666666666667,"0","0","0","0","0","0",0.236111111111111,"0","1","0","1","0","0","0","0"
"499","0",0.493333333333333,"0","0","1","0","0","0",0.0694444444444444,"0","0","0","1","1","1","0","0"
"500","0",0.733333333333333,"1","1","1","1","0","0",0.111111111111111,"1","1","1","1","0","1","0","0"
"501","0",0.573333333333333,"0","0","0","0","0","0",0.263888888888889,"0","1","0","1","0","0","0","0"
"502","0",0.6,"1","0","1","1","0","0",0.0972222222222222,"0","0","1","1","1","1","0","0"
"503","0",0.36,"1","0","1","0","1","0",0.125,"0","0","0","0","1","1","0","0"
"504","0",0.0266666666666667,"0","0","0","0","0","0",0.25,"0","1","0","1","1","1","0","0"
"507","0",0.08,"1","1","0","0","0","0",0.0138888888888889,"1","0","1","1","0","1","0","0"
"508","1",1,"0","0","0","0","0","0",0.0694444444444444,"0","1","0","1","1","0","0","0"
"510","1",0.88,"0","0","0","0","0","0",0.902777777777778,"0","0","1","1","1","1","0","0"
"511","0",0.72,"0","0","0","1","0","0",0.208333333333333,"0","0","1","1","1","1","0","0"
"513","0",0,"1","0","0","0","0","0",0.236111111111111,"0","1","0","1","1","1","0","0"
"514","0",0.866666666666667,"0","0","1","0","1","0",0.402777777777778,"0","0","1","1","1","1","0","0"
"515","1",1,"1","0","0","0","0","0",0.0694444444444444,"0","0","0","1","1","1","0","0"
"516","1",0.773333333333333,"0","1","0","0","0","0",0.180555555555556,"1","0","1","1","1","1","0","0"
"517","0",0.546666666666667,"1","1","0","1","0","0",0.236111111111111,"1","1","1","1","1","1","0","0"
"518","0",0.72,"0","0","0","0","0","0",0.236111111111111,"0","0","1","1","0","1","0","0"
"519","0",0.52,"0","1","0","0","1","0",0.305555555555556,"0","0","1","1","0","1","0","0"
"521","0",0.266666666666667,"1","1","0","0","0","0",0.347222222222222,"1","1","0","1","0","1","0","0"
"522","0",0.0666666666666667,"0","0","0","0","0","0",0.222222222222222,"0","1","0","1","1","0","0","0"
"524","0",0.586666666666667,"0","1","1","0","1","0",0.166666666666667,"0","1","1","1","1","1","0","1"
"525","1",0.933333333333333,"1","1","0","1","0","0",0.125,"1","0","1","1","0","1","0","0"
"527","0",0.24,"1","0","0","0","0","0",0.152777777777778,"0","0","0","1","1","1","0","1"
"528","0",0.453333333333333,"0","0","1","0","0","0",0.541666666666667,"0","0","1","1","0","1","0","1"
"529","0",0.226666666666667,"1","0","0","0","0","0",0.138888888888889,"0","0","0","0","1","1","0","0"
"530","0",0.773333333333333,"0","0","1","1","0","0",0.0416666666666667,"0","0","0","0","1","1","0","0"
"531","0",0.933333333333333,"1","1","0","0","0","0",0.166666666666667,"1","0","1","1","0","1","0","1"
"532","0",0.72,"0","0","0","1","0","0",0.0138888888888889,"0","0","0","0","1","1","0","0"
"533","0",0.653333333333333,"0","0","0","1","0","0",0.0416666666666667,"0","0","0","1","1","1","0","0"
"535","0",0.226666666666667,"0","0","1","0","0","0",0.0694444444444444,"0","0","0","1","1","1","0","0"
"536","1",0.853333333333333,"0","1","1","0","1","0",1,"0","0","1","1","1","1","0","0"
"537","0",0.44,"1","1","0","1","0","0",0.333333333333333,"0","1","1","1","1","1","1","0"
"538","0",0.32,"1","0","0","1","0","0",0.125,"0","1","0","0","1","1","0","0"
"540","0",0.0133333333333333,"1","0","0","0","0","0",0,"0","1","0","0","1","1","0","0"
"541","0",0.226666666666667,"1","0","0","1","0","0",0.486111111111111,"0","1","0","1","1","1","0","0"
"544","0",0.773333333333333,"1","0","1","0","1","0",0,"0","0","1","0","1","1","0","0"
"545","0",0.24,"1","0","0","1","0","0",0.388888888888889,"0","1","0","0","0","1","0","0"
"547","1",0.653333333333333,"1","1","0","0","1","0",0.236111111111111,"0","0","1","0","1","1","0","0"
"548","0",0.586666666666667,"0","0","1","1","0","0",0.0555555555555556,"0","0","1","0","1","1","0","0"
"550","0",0.693333333333333,"1","0","0","1","0","0",0.25,"0","0","1","1","0","1","0","0"
"551","0",0.746666666666667,"1","0","0","0","0","0",0.277777777777778,"0","0","0","0","1","1","0","0"
"552","0",0.333333333333333,"0","0","0","0","0","1",0.222222222222222,"0","0","1","1","0","1","1","0"
"553","0",0.4,"1","1","0","0","0","0",0.444444444444444,"1","1","0","1","1","1","0","0"
"554","0",0.8,"1","0","0","0","0","0",0.319444444444444,"0","1","0","1","1","1","0","0"
"556","1",1,"0","1","1","0","1","0",0.527777777777778,"0","0","1","1","1","1","0","0"
"558","0",0.106666666666667,"1","0","0","0","0","0",0.0277777777777778,"0","0","0","0","0","1","0","0"
"559","0",0.2,"1","0","1","0","0","0",0.458333333333333,"0","0","0","1","1","1","0","0"
"560","0",0.253333333333333,"1","0","0","0","0","0",0.472222222222222,"0","1","0","1","0","1","0","0"
"561","0",0.0933333333333333,"0","0","0","0","0","0",0.0972222222222222,"0","1","0","1","1","0","0","0"
"562","1",0.813333333333333,"1","1","0","0","0","0",0.208333333333333,"0","1","1","1","1","1","0","0"
"564","1",1,"1","1","0","0","0","0",0.472222222222222,"0","1","1","1","1","1","1","0"
"565","1",0.786666666666667,"1","0","0","1","0","0",0.347222222222222,"0","0","1","1","1","1","0","0"
"566","0",0.16,"1","1","1","1","0","0",0.0972222222222222,"1","1","1","1","0","1","0","0"
"567","0",0,"1","0","0","0","1","0",0.263888888888889,"0","0","0","0","1","1","0","0"
"568","0",0.346666666666667,"1","0","0","1","0","0",0.722222222222222,"0","0","1","1","1","1","0","0"
"570","0",0,"1","0","0","0","0","0",0.25,"0","1","0","1","1","1","0","0"
"571","1",0.92,"1","1","0","0","0","0",0.0416666666666667,"0","1","1","1","1","1","0","0"
"573","0",0.0933333333333333,"0","0","0","0","0","0",0.111111111111111,"0","0","1","1","1","1","0","0"
"574","0",0.826666666666667,"1","1","1","1","0","0",0.277777777777778,"1","1","0","1","1","1","0","0"
"575","0",0.76,"0","1","0","1","0","0",0.25,"1","0","1","1","0","1","0","0"
"576","0",0.0666666666666667,"1","0","0","0","0","0",0.0138888888888889,"0","0","0","1","1","1","0","0"
"577","0",0.746666666666667,"1","1","1","0","0","0",0.597222222222222,"0","0","1","1","0","1","0","0"
"578","0",0.893333333333333,"1","0","0","0","0","0",0.138888888888889,"0","1","0","1","0","0","0","0"
"579","0",0.36,"0","0","0","0","0","0",0.263888888888889,"0","1","0","1","1","1","0","0"
"580","0",0.533333333333333,"0","0","0","1","0","0",0.0138888888888889,"0","1","1","1","1","1","0","0"
"581","0",0.613333333333333,"1","0","0","0","0","0",0.166666666666667,"0","0","1","1","1","1","0","0"
"582","0",0.586666666666667,"0","0","1","1","0","0",0.666666666666667,"0","0","0","0","1","1","0","0"
"584","0",0.933333333333333,"1","0","1","1","0","0",0,"0","0","0","1","1","1","0","0"
"586","0",0.52,"0","0","1","1","0","0",0.138888888888889,"0","0","0","0","0","1","0","0"
"587","0",0.106666666666667,"0","0","0","0","0","0",0.222222222222222,"0","1","0","1","1","1","0","1"
"588","0",0.4,"1","1","1","1","0","0",0.194444444444444,"1","1","1","1","1","1","0","0"
"589","0",0.306666666666667,"0","0","0","0","0","1",0.263888888888889,"0","0","1","1","0","1","0","0"
"590","0",0.426666666666667,"1","0","0","1","0","0",0.555555555555556,"0","0","0","0","1","1","0","0"
"591","1",1,"1","0","0","1","0","0",0.263888888888889,"0","1","1","1","1","1","1","0"
"592","0",0.173333333333333,"0","1","0","1","0","0",0.263888888888889,"1","0","0","0","0","1","0","0"
"593","0",0.226666666666667,"0","0","0","0","0","0",0.25,"0","0","0","1","0","1","0","0"
"594","0",0.173333333333333,"1","1","0","1","0","0",0.166666666666667,"0","0","1","1","1","1","0","0"
"595","1",0.92,"1","0","0","0","0","0",0.180555555555556,"0","0","0","0","1","1","0","0"
"596","0",0.186666666666667,"0","0","0","1","0","0",0.305555555555556,"0","0","0","1","0","1","0","0"
"598","0",0.306666666666667,"1","0","1","0","0","0",0.236111111111111,"0","0","1","1","0","1","0","0"
"599","0",0.613333333333333,"1","1","1","0","1","0",0.944444444444444,"0","0","1","1","1","1","0","0"
"600","0",0.0266666666666667,"1","0","0","0","0","0",0.166666666666667,"0","1","0","1","0","1","0","0"
"601","0",0.493333333333333,"1","1","0","0","0","0",0.208333333333333,"0","1","1","1","1","1","0","0"
"602","0",0.186666666666667,"1","1","0","0","0","0",0.388888888888889,"0","0","0","0","0","1","0","0"
"603","0",0.106666666666667,"0","0","0","0","0","0",0.194444444444444,"0","1","0","1","0","1","0","0"
"604","0",0.36,"0","0","0","1","0","0",0.0555555555555556,"0","0","0","1","0","0","1","0"
"606","0",0.08,"1","0","0","0","0","0",0.236111111111111,"0","1","0","0","1","1","0","0"
"607","0",0.586666666666667,"1","0","1","0","0","0",0,"0","1","0","1","1","1","0","0"
"608","0",0.186666666666667,"0","0","0","0","0","0",0.263888888888889,"1","0","0","1","0","1","0","0"
"609","0",0.653333333333333,"1","0","0","0","0","0",0.277777777777778,"0","1","0","0","0","0","0","0"
"610","1",1,"1","0","1","0","0","1",0.319444444444444,"0","1","0","1","1","1","0","0"
"611","0",0.0933333333333333,"0","0","0","0","0","0",0.194444444444444,"0","1","0","1","0","1","0","0"
"612","0",0.813333333333333,"0","1","1","1","0","0",0.583333333333333,"0","0","1","1","0","1","0","1"
"613","0",0.56,"0","1","0","0","0","0",0.791666666666667,"0","0","1","1","1","1","0","0"
"614","0",0.4,"1","1","0","1","0","0",0.263888888888889,"1","1","0","0","1","1","0","1"
"618","0",0.413333333333333,"0","0","0","0","0","0",0.347222222222222,"0","1","0","1","0","0","0","1"
"619","0",0.32,"0","1","1","0","1","0",0.319444444444444,"0","0","1","1","1","1","0","0"
"621","0",0.6,"1","0","0","0","0","0",0.208333333333333,"0","1","1","1","1","1","0","0"
"623","0",0.546666666666667,"1","0","0","0","0","0",0.222222222222222,"0","1","0","1","1","1","0","0"
"624","0",0.44,"1","0","0","0","0","0",0.0555555555555556,"0","1","0","1","1","1","0","0"
"625","1",1,"0","1","1","1","0","0",0.180555555555556,"0","1","1","1","0","1","0","0"
"626","0",0.0666666666666667,"0","0","0","0","0","0",0.0972222222222222,"0","1","0","1","1","1","0","0"
"629","0",0.32,"0","0","0","1","0","0",0.0694444444444444,"0","0","0","0","1","1","0","0"
"630","0",0.4,"0","1","0","0","0","0",0.180555555555556,"1","0","0","0","1","1","0","0"
"631","0",0.24,"1","1","0","0","0","0",0.0555555555555556,"1","1","0","0","0","1","0","0"
"632","0",0.253333333333333,"0","0","0","0","0","0",0.388888888888889,"0","0","0","0","1","1","0","0"
"633","0",0.36,"1","0","0","0","0","0",0.25,"0","0","0","1","1","1","0","0"
"634","0",0.133333333333333,"0","0","1","1","0","0",0.0972222222222222,"0","1","0","1","0","0","0","0"
"635","0",0.613333333333333,"0","0","1","1","0","0",0.0416666666666667,"0","0","0","0","1","1","0","1"
"637","0",0.386666666666667,"0","1","0","0","1","0",0.263888888888889,"0","0","1","1","1","1","0","0"
"638","0",0.466666666666667,"1","1","0","0","0","0",0.347222222222222,"0","1","0","0","1","1","0","0"
"639","1",1,"1","1","0","0","0","0",0.333333333333333,"1","0","1","1","0","1","1","0"
"641","0",0.373333333333333,"1","0","0","0","1","0",0.194444444444444,"0","0","1","1","1","1","0","0"
"642","1",0.893333333333333,"1","0","0","1","0","0",0.319444444444444,"0","0","0","1","1","1","0","0"
"643","1",1,"0","1","1","1","0","0",0.347222222222222,"1","1","1","1","0","1","0","0"
"645","1",0.973333333333333,"0","1","0","1","0","0",0.305555555555556,"1","1","1","1","0","1","0","0"
"646","0",0.293333333333333,"1","0","0","0","0","0",0.569444444444444,"0","0","0","0","1","1","0","0"
"647","0",0.32,"0","0","0","0","0","0",0.0277777777777778,"0","0","0","0","1","1","0","0"
"648","0",0.373333333333333,"1","0","1","1","0","0",0.138888888888889,"0","0","0","0","1","1","0","0"
"649","1",1,"1","0","0","0","0","0",0.0694444444444444,"0","0","0","1","1","1","0","0"
"650","0",0.186666666666667,"0","0","1","1","0","0",0.138888888888889,"0","0","0","0","1","1","0","0"
"651","0",0.626666666666667,"0","0","0","0","0","0",0.138888888888889,"0","0","0","1","1","1","0","0"
"652","0",0.106666666666667,"1","0","0","0","0","0",0.263888888888889,"0","0","0","1","0","1","0","0"
"653","0",0.2,"0","0","0","0","0","0",0.125,"0","0","0","0","1","1","0","0"
"655","1",1,"0","1","0","1","0","0",0.111111111111111,"1","1","0","1","1","1","0","0"
"656","0",0.96,"0","0","1","0","1","0",0.75,"0","0","1","1","1","1","0","0"
"658","0",0.773333333333333,"0","1","1","1","0","0",0.125,"1","1","1","1","1","1","0","0"
"659","1",0.653333333333333,"1","1","0","0","0","0",0.208333333333333,"0","1","1","1","1","1","0","0"
"660","0",0.36,"1","1","0","0","1","0",0.388888888888889,"0","0","1","1","1","1","0","0"
"661","0",0.0533333333333333,"1","0","0","0","0","0",0.277777777777778,"0","1","0","1","1","1","0","0"
"662","0",0.533333333333333,"1","0","1","1","0","0",0.166666666666667,"0","0","1","1","1","1","0","0"
"663","0",1,"1","1","1","0","0","0",0.0416666666666667,"0","0","1","1","1","1","0","0"
"664","0",0.36,"1","0","0","0","0","0",0.166666666666667,"0","1","1","1","1","1","0","0"
"666","0",0.106666666666667,"1","1","0","0","0","0",0.25,"0","0","1","1","1","0","0","0"
"667","1",1,"1","1","1","0","1","0",0.0972222222222222,"0","0","1","1","1","1","0","0"
"668","0",0.28,"0","1","0","0","0","0",0.277777777777778,"0","0","0","0","0","1","0","0"
"669","0",0.36,"1","0","0","0","0","0",0.0833333333333333,"0","1","1","1","1","1","0","0"
"672","1",0.68,"1","1","0","1","0","0",0.138888888888889,"1","1","1","1","1","1","0","0"
